Product id,Date of sale,Product name
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-15,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-16,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-19,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-03,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-21,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-07,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-16,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-14,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-15,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-21,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-19,Bacon
515b33bd-2d74-4a6c-9d63-9c2198884bd9,2024-01-27,Bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-13,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-16,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-22,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-01,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-11,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-24,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-19,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-19,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-27,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-13,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-24,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-23,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-15,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-03,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-27,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-18,Plastic bacon
a83bcb5f-7b78-4448-a8d5-db4590341230,2024-01-17,Plastic bacon
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-10,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-16,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-25,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-04,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-22,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-05,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-09,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-24,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-25,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-16,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-17,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-17,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-18,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-27,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-18,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-04,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-19,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-07,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-25,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-02,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-20,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-04,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-19,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-23,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-19,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-14,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-20,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-07,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-11,Fantastic metal soap
7ea69081-baa5-409a-8512-15f9fc05dc86,2024-01-19,Fantastic metal soap
