employee_id,return_id
efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,523d7d51-ea8e-48e2-a084-eba9b530a1bc
2ad5dc01-1054-4d30-857b-d1271a4038bb,191f4d02-5fa4-4931-9ca8-4fac585be4c3
f317a244-1b65-43b0-bff9-140a228b523f,298ef5c7-f953-4574-88f1-b4499185c549
67b59386-6981-444b-a61d-b53c5d54e3f4,7d7906ef-2e93-4b30-a75b-0a31443b1b5d
d64ff1a8-0ef8-4895-9a08-2ffb1290bfb4,34ef3c65-a5ac-4580-bb50-f214ff47038d
efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,523d7d51-ea8e-48e2-a084-eba9b530a1bc
24bf1b65-db7b-45d0-8662-e54ca85548d4,234527d0-eda9-42d5-8b44-c6f0cc69947e
0cfa40e6-32c5-4cea-8266-2511091cf906,456de9e3-c4f4-4d39-b7d0-f5618a4da66a
601fd7da-4b6b-44ab-883d-8a650243bb3d,1c944037-c9a1-4c45-9e0e-73b00674f48c
0ce9ecb1-655e-41db-937d-8444c6d67d6a,b60c4bb5-bec7-4888-8ecc-4196e3b0b48f
69ae952f-b858-4c5d-afe6-b223586a5960,c8040d88-bae2-4cfa-bbfe-4be1cabed69c
0cfa40e6-32c5-4cea-8266-2511091cf906,9c3a73e1-bcbb-4585-b581-48302bed36e7
efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,d055cd7f-f338-46fc-a368-33ec0801ba52
efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,13f5944f-cacf-4cfc-bbb4-8dd05b63fb9f
69ae952f-b858-4c5d-afe6-b223586a5960,1b69394c-df4c-4448-8595-1da650f4f470
440eaca0-b3f3-46ac-8617-9705d3ffa6d5,70591749-28ad-4e97-9c2b-92481df59cfb
69ae952f-b858-4c5d-afe6-b223586a5960,ef4806ee-f540-492f-a14e-2dc43283de89
6bd6f828-31ff-4dc5-9a33-3c0d02ea53a1,bcbefef0-9afc-446c-b512-f7e258b4a1bd
c572fec7-9501-44a7-9951-9dab61b0185b,35d2e658-4208-443e-82d3-1cf5b0d739ba
8c79afb8-db50-4535-9e94-f48490869239,960f9e62-f9f6-4acb-9525-ea505e133d5d
8fc3efab-ef7c-414b-920a-2a2ea4aeb571,cd452820-f59b-482c-9258-974e61cfc356
69ae952f-b858-4c5d-afe6-b223586a5960,ef4806ee-f540-492f-a14e-2dc43283de89
97c8d2ca-99d5-405b-a309-16777d813d04,118c7062-9575-4955-b470-4456a71bdab6
3352a521-dd89-4bfe-a729-e91f70a257fb,55a7d474-b603-4bd0-97a1-2b0e2f36f563
67b59386-6981-444b-a61d-b53c5d54e3f4,7d7906ef-2e93-4b30-a75b-0a31443b1b5d
8f9f76f1-cd5f-409c-b041-34bd85cb91c2,5f66951a-e43e-479d-88c7-19fba6365e07
6bd6f828-31ff-4dc5-9a33-3c0d02ea53a1,b0d8bc8d-38ff-433d-a5ab-651151278f66
dc95446a-93ef-4893-83df-11068210d751,65f32b41-c071-487e-a83b-62e87946d74b
69ae952f-b858-4c5d-afe6-b223586a5960,28c14ba0-1a9e-42f7-84b7-7a69c43ff0e1
24bf1b65-db7b-45d0-8662-e54ca85548d4,234527d0-eda9-42d5-8b44-c6f0cc69947e
6dac9a19-0c2a-405d-9f83-acccb1edfda2,eb9fcc7b-f0d4-4daf-be20-5ad313aad3fc
0cfa40e6-32c5-4cea-8266-2511091cf906,9c3a73e1-bcbb-4585-b581-48302bed36e7
efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,13f5944f-cacf-4cfc-bbb4-8dd05b63fb9f
67b59386-6981-444b-a61d-b53c5d54e3f4,f1d24f3e-e340-4ec3-8f75-19c1ac6dd516
24bf1b65-db7b-45d0-8662-e54ca85548d4,234527d0-eda9-42d5-8b44-c6f0cc69947e
2898403b-caac-4ca7-b6a8-1a1345a4bff0,b198342f-842e-4c73-a6de-653b8fbe0e60
bde341e7-9c08-43d2-8c12-224aa8b1fd22,ddb1ad06-6f64-40ec-bcc4-f35be7c52f12
ad919849-15f6-4d3f-91da-e202d2346127,dc7f05ac-35cb-4ace-bb61-3fb503949d55
69ae952f-b858-4c5d-afe6-b223586a5960,28c14ba0-1a9e-42f7-84b7-7a69c43ff0e1
ae50361a-dc87-49e9-9c88-36e26f638827,41dcb704-a0e9-4709-a501-726591d220a9
d64ff1a8-0ef8-4895-9a08-2ffb1290bfb4,34ef3c65-a5ac-4580-bb50-f214ff47038d
f317a244-1b65-43b0-bff9-140a228b523f,298ef5c7-f953-4574-88f1-b4499185c549
24bf1b65-db7b-45d0-8662-e54ca85548d4,234527d0-eda9-42d5-8b44-c6f0cc69947e
34bc9962-1e02-4ea5-956c-897f2dde53e6,d8e161c1-5195-4956-949f-984898cd104e
440eaca0-b3f3-46ac-8617-9705d3ffa6d5,bbf88f94-5c4a-43cc-9965-a6a60722b081
615ed94a-93d3-44d9-9830-058a8ceed9e4,30099d8c-d451-4ac4-b4d2-6c20c5587f1b
