id,return_id,issue_date,resolve_date,complaint
a0e1c4cc-f5f7-462a-9fc0-ae58a214efb7,ee4207b5-a8f7-4472-9b5d-3ed5b50dbdf8,2023-02-10 00:00:00,2023-02-17 00:00:00,Pusty tam obywatel przeszkoda.
07069891-c8f6-41d9-b966-10403ff9eec3,c49d6212-ae5b-43af-bb07-e6df8313117f,2023-08-18 00:00:00,2023-08-23 00:00:00,Blady do kość transport.
7546e6ce-e835-4dc6-b59a-a585e0ef9812,92be93b5-8143-43a0-8f2d-f9489248f765,2023-06-11 00:00:00,2023-06-14 00:00:00,Dlatego gleba określony zajmować że.
45003689-173b-46d4-8133-2d4ad1db66e6,b1912679-4bea-4a00-a3d5-31e687b0fd46,2024-05-20 00:00:00,2024-05-22 00:00:00,Świeca o wykonanie wejście.
30e4cc16-0bb7-4452-b8e1-0b8a958c1cb0,f46b58ae-f268-4238-b387-07636125f623,2024-08-08 00:00:00,2024-08-17 00:00:00,Artykuł telefon żywność zostać.
d5d11a71-65fb-4e49-9200-143c8e955ee1,2bd8c553-944b-4410-bc72-7504500a3393,2023-05-16 00:00:00,2023-05-25 00:00:00,Typowy zmarły np. wielki.
f1804864-8fe9-4103-81d7-e775d97c58ac,4fbec64d-8f5b-4302-b22e-c72aee33b246,2024-07-06 00:00:00,2024-07-10 00:00:00,W Kształcie klub wartość egzamin tarcza.
8aef238a-b0c7-4540-8f13-0ba0c9380183,8eec2e8d-7a59-44b9-a4a0-335ef09ecf67,2024-09-02 00:00:00,2024-09-11 00:00:00,Czterdzieści ten razem mistrz.
e29a609e-75e1-4464-9fb7-3133ab8b8ee1,5e901b02-7ae7-46f8-872c-84fcf8b8dad0,2024-03-04 00:00:00,2024-03-06 00:00:00,Powodować aktywny pieniądze nieszczęście wy chrześcijański Kraków.
0d05773b-0172-4035-b8d4-9869ed1905df,1ca645d5-1b23-4f9e-ad33-587e8c206742,2023-04-14 00:00:00,2023-04-19 00:00:00,Jesień prawny chiński przyjść rasa koszula byk.
b6226165-2ac8-474b-8a56-aa364dc809b6,44925bbe-779e-4bcf-8cf5-fe5fe3b1357c,2023-03-01 00:00:00,2023-03-02 00:00:00,Głód poniedziałek drzwi bawić się alkohol robotnik.
50d9b69d-ade5-4908-8b11-741a04042521,8adfe786-0e8c-4d68-b4d9-308d2e2c5ed1,2024-11-17 00:00:00,2024-11-24 00:00:00,Coraz znać podnosić szlachetny morski pewny.
f3ccf43d-d160-4f88-9911-56cc3ffc0f9d,b01886d5-0a0e-40dd-896c-edb201175d75,2023-02-09 00:00:00,2023-02-15 00:00:00,Dokładnie gmina obywatelka oraz mrówka.
6d5528c0-7a07-4bf3-ac4f-880b6ef62fe4,26b58b5a-44c6-4a2c-8073-9193b76eabdc,2024-03-08 00:00:00,2024-03-14 00:00:00,Kupić u czynić trzydziesty polegać kawałek walczyć.
e602ebc4-2275-4d2f-bfb2-bb12c9884d53,facb085c-1c1d-46fd-ac04-eb73775b6788,2024-09-30 00:00:00,2024-10-10 00:00:00,Powstać filozofia ozdobny 100 wilk.
ce4de09f-d135-4432-b2ad-7f320fa12ac2,598632a6-2d0f-43de-8af7-3effef39b315,2024-03-20 00:00:00,2024-03-25 00:00:00,Siedziba włoski długi angielski Austria starożytny wywodzić się muzyczny.
5908cf64-9104-495a-8a1d-4ab4f85d199e,7404ae27-5345-450c-acd6-d7455d96bb31,2024-10-04 00:00:00,2024-10-05 00:00:00,Obiekt ojczyzna papier pomieszczenie Bóg.
b50256db-8c72-4173-811b-75606fac1059,e8705ac0-6013-45aa-83ca-e747a1725ac4,2024-06-27 00:00:00,2024-06-28 00:00:00,Kierowca ciąża obrót.
07275d85-e223-434e-acf1-e70b816b5782,5029a5de-ff8f-4992-81e3-c815416393f0,2024-10-26 00:00:00,2024-10-29 00:00:00,Piątek kierunek czysty chrześcijański głód rodzaj.
2f09bb95-f1d5-4002-ac84-ccbad37b91f5,3943c08e-ae7f-4b0a-b530-de71aca1aa91,2023-03-10 00:00:00,2023-03-12 00:00:00,Substancja Grecja pełen numer.
6fa0e480-2b4b-4d14-bfd1-8a6e4463902e,b2689b2f-e708-4b6e-92fb-e36a45856325,2024-07-25 00:00:00,2024-08-03 00:00:00,R. wyrażać pióro archipelag odmiana potrawa zgoda lewy.
bd2231f9-bd80-40e2-af64-be0b569c981f,0116bb36-aeba-4d8f-84a9-430e840db5e9,2024-02-06 00:00:00,2024-02-14 00:00:00,Kapelusz lekarz białoruski firma związać.
9b6e84ca-88e8-4f18-a11b-14e26b31e259,490257bb-bfc0-425f-b4bd-1388e3f7f25e,2024-11-09 00:00:00,2024-11-18 00:00:00,Kierować mówić młody oczekiwać kawa.
a18d676b-ce8e-4f69-a83c-55190cf9d054,218e5830-e5de-4593-ba25-23abd123a018,2023-04-17 00:00:00,2023-04-18 00:00:00,Roślina ubogi rano dzisiejszy środa muzyczny nóż pasmo.
29490196-483f-4087-bf4b-8cd8234bf542,19d77935-9fca-43d1-a927-e14a4978f671,2024-06-10 00:00:00,2024-06-20 00:00:00,Fakt 7 dłoń rzucić policja.
38fb2ade-96b9-42b1-8fd1-6f4113300a40,20b5c749-7f12-4784-a662-9d7e646e5e4e,2023-03-07 00:00:00,2023-03-14 00:00:00,Kupić istnieć klasztor bilet cichy.
3945bba2-d28e-4d22-be65-f381691f7836,675575c8-88be-4edb-b9a7-1d010c954898,2023-05-04 00:00:00,2023-05-11 00:00:00,Mama przestępstwo zwierzę łatwy uczyć się samochodowy.
753e24e7-bc5c-4f52-a570-2a2ce293ce85,b6a068a5-d5d1-40c4-a36f-0610dbbd5e1e,2023-09-29 00:00:00,2023-10-07 00:00:00,Całkiem kiedyś flaga możliwy Afganistan dziewiąty historyczny.
4e5bf622-2bf3-4a64-920f-cc91d2586a56,21ead7a2-58a5-46d2-ab2a-90676cefc76c,2024-10-14 00:00:00,2024-10-19 00:00:00,Drobny burza urodzenie towarzystwo studia.
bd171d05-b6c1-4e58-ae8f-a9c6abeb0677,3c47bf53-47ff-460c-b533-d0f49f4d746c,2023-11-17 00:00:00,2023-11-25 00:00:00,Wyraz posługiwać się spokojny rząd bóg zamiar.
8b00966a-a754-4e05-b75c-afc2dea1ee4a,70da4616-6a85-4023-ac31-24d67ee8e6f3,2024-02-27 00:00:00,2024-03-03 00:00:00,Fragment pozycja przynieść sprzęt poziom.
80e34e40-144c-4b2a-b3a5-8add4eabfea7,5aae79f9-7783-4e45-bed6-5632d04caf88,2023-06-17 00:00:00,2023-06-27 00:00:00,Kościół moneta przechodzić stopa zamykać daleko ósmy.
8cdd6e5d-5849-4cd2-a242-f98c5df5c362,2de6c65e-6161-4389-ad4d-4db67821fad2,2023-03-05 00:00:00,2023-03-12 00:00:00,Model zrozumieć spaść czwartek.
1085cff5-f7ad-4640-91ba-c6cb3108b46b,d902201c-7d80-4635-8966-3bce7c803fdf,2023-08-23 00:00:00,2023-09-02 00:00:00,Przyjęcie jej trzy ze dopływ grób częściowo.
a2b7d2b9-f6a3-400b-96a1-82a86f875d08,4811573e-33ef-40dc-9d40-7b4842e858e9,2023-08-02 00:00:00,2023-08-05 00:00:00,Wóz korzeń turecki powiat 10 jedenaście tarcza południowy.
